File Name,Author,Institution,Company
IDirect_TTKPrestige_IC.pdf,['Bharat Chhoda' 'Dhvani Modi'],Initiating Coverage ICICI Securities Ltd,"['Initiating Coverage ICICI Securities Ltd' 'CAGR' 'FY11FY12FY13FY14EFY15E'
 'FY12FY13FY14EFY15E' 'FY14' 'FY15' 'FY15E' 'FY18E' 'HOLD' 'Hawkins'
 'ICICI' 'ICICIdirect.com' 'PAT' 'TTK' 'TTKP' 'TTKPRE' 'TTKPT' 'YoY' 'CE'
 'Cookers' 'DII' 'FII' 'GOD' 'GRS' 'GS' 'ICICI' 'ICICIdirect.com' 'ISO'
 'LP' 'OTGs' 'Q1FY14' 'TTK' 'TTKP' 'TUV' 'UL' 'ﬁSuper' 'ICICI'
 'ICICIdirect.com' 'TTK' 'FY13' 'ICICI' 'ICICIdirect.com' 'MGI' 'McKinsey'
 'Population' 'TTKP' 'YoY' 'CAGR' 'ICICI' 'ICICIdirect.com' 'LPG' 'MGI'
 'RHS' 'Total' 'CAGR' 'CIER' 'ICICI' 'ICICIdirect.com' 'International'
 'Particulars' 'RHS' 'TTKP' 'CAGR' 'FY11' 'ICICI' 'ICICIdirect.com'
 'KitchenAid' 'SilverStone' 'TTKP' 'US' 'FY0450' 'FY0654' 'FY0789' 'FY0886'
 'FY09Induction' 'FY10Microwave' 'FY1167' 'FY15E' 'FY18' 'ICICI'
 'ICICIdirect.com' 'PSK' 'SKUs' 'TTKP' 'YearTTKP' 'CAGR' 'Cookers' 'FY'
 'FY15E' 'ICICI' 'ICICIdirect.com' 'TT' 'TTKP' 'CAGR' 'Cowdung' 'ICICI'
 'ICICIdirect.com' 'LPG' 'TMT' 'TTKP' 'CAGR' 'FY09' 'FY13' 'FY15E' 'ICICI'
 'ICICIdirect.com' 'LPG' 'TTKP' 'CAGR' 'Census' 'ICICI' 'ICICIdirect.com'
 'TTKP' 'kWh' 'Concerns' 'Cookwers' 'Hawkins' 'ICICI' 'ICICIdirect.com'
 'TTK' 'TTKP' 'ICICI' 'TTKP' 'CAGR' 'FY07' 'FY08' 'FY14' 'FY15' 'ICICI'
 'ICICIdirect.com' 'RHS' 'Volume' 'EBITDAEBITDA' 'FY12' 'FY13' 'FY15'
 'FY15E' 'H1FY14' 'ICICI' 'ICICIdirect.com' 'PAT' 'PATPAT' 'RHS' 'TTKP'
 'FY11' 'ICICI' 'ICICIdirect.com' 'RHS' 'ROEROCE' 'RoCE' 'RoE' 'TTKP'
 'ICICI' 'ICICIdirect.com' 'RHS' 'TTKP' 'CAGR' 'Company' 'FY15E' 'ICICI'
 'ICICIdirect.com' 'Jubilant' 'PAT' 'RoE' 'TTKP' 'Capital' 'FY13' 'FY15E'
 'ICICI' 'ICICIdirect.com' 'Particulars' 'TTM' 'UnitTTK' 'Bank' 'Current'
 'FY10FY11FY12FY13FY14EFY15E' 'ICICI' 'ICICIdirect.com' 'Sundry' 'Total'
 'Unsecured' 'EBITDA' 'FY10FY11FY12FY13FY14EFY15E' 'Fix' 'ICICI'
 'ICICIdirect.com' 'Interest' 'PAT' 'Capital' 'DuPont' 'EBIT' 'ICICI'
 'ICICIdirect.com' 'PAT' 'PBT' 'Total' 'YoY' 'ANALYST' 'Company' 'FINANCE'
 'FINRA' 'ICICI' 'Investment' 'MIDC' 'Sell' 'ﬁICICI']"
VinylPlus_Progress_Report_2015_English.pdf,[],Others,"['Ghelamco' 'KAA' 'Expenditure KPMG Limited' 'AND' 'Contents' 'Expenditure'
 'HIGHLIGHTS' 'KPMG' 'PVC' 'RENOLIT' 'REPORT' 'SGS' 'Tonnages'
 'Controlled-Loop' 'European' 'PVC' 'Task' 'VCM' 'VinylPlus' 'Additives'
 'BRE' 'ECVM' 'ENERGY' 'EPDs' 'Energy' 'Environmental' 'European' 'OF'
 'PEF' 'PVC' 'Renewable' 'Sustainable' 'TNS' 'VinylPlus' 'Belgium' 'CES'
 'Commission' 'Consumers' 'Consumidores' 'ECPI' 'ECVM' 'ESPA' 'Environment'
 'EuPC' 'European' 'Flexible' 'Free' 'Intermediates' 'Monitoring' 'OCU'
 'PVC' 'PVC4PIPES' 'Plasticisers' 'Sectoral' 'Social' 'Spanish' 'Users'
 'VinylPlus' 'industriAll' 'Additives' 'Advocacy' 'BRE' 'Commitment'
 'Environmental' 'MICHAEL' 'Natural' 'PVC' 'TNS' 'VinylPlus' 'Achievements'
 'CHALLENGE' 'COURTESY' 'POLYFLOR' 'PVC' 'TARGETS' 'VinylPlus' 'AND' 'CLP'
 'DEBOLON' 'FRAMEWORKS' 'Labelling' 'PVC' 'REACH' 'RECYCLED' 'TONNES'
 'VinylPlus' 'Voluntary' 'COURTESY' 'DEHP' 'EuPC' 'Fittings' 'Flemish'
 'LCA' 'PVC' 'Rewindo' 'TEPPFA' 'Technological' 'VITO' 'VinylPlus'
 'Association' 'COURTESY' 'Coated' 'EPCoat' 'EPFLOOR' 'EuPC' 'Fraunhofer'
 'GEOlight' 'HAMON' 'IVK' 'Loughborough' 'National' 'POLYFLOR' 'PVC'
 'Recovinyl' 'University' 'VinylPlus' 'ACEA' 'ACEA™s' 'EATS' 'EuPC'
 'European' 'PVC' 'UK' 'VMB' 'VinylPlus' 'Axion Recycling Limited' 'BPF'
 'European' 'POLYFLOR' 'PVC' 'RecoMed' 'SRL' 'TexyLoop' 'UK' 'University'
 'Università' 'VinyLoop' 'VinylPlus' 'WUPPI' 'ADDITIVES' 'BBP' 'BiPRO'
 'CLP' 'Commission' 'DBP' 'DEHP' 'EEE' 'EU' 'Environment' 'EoW' 'European'
 'FABES' 'GHS' 'Globally' 'JRC' 'Joint' 'PVC' 'REACH' 'RENOLIT'
 'Regulation' 'RoHS' 'Technical' 'UBA' 'VinylPlus' 'Öko' 'BOARD' 'COURTESY'
 'Committee' 'Controlled-Loop' 'EcoLoop' 'Horizon' 'PVC' 'PVDC' 'Plastics'
 'RENOLIT' 'ReMapPlus' 'Recyclers' 'VinylPlus' 'COURTESY' 'Compliance'
 'Industry' 'PVC' 'TARGETS' 'VCM' 'CDI' 'COURTESY' 'Chemical'
 'INTERNATIONAL' 'Quality' 'RENOLIT' 'RESYSTA' 'SAFE' 'SQAS' 'Safety'
 'Task' 'VCM' 'CHALLENGE' 'Complex' 'TARGETS' 'TARKETT' 'COURTESY'
 'Commission' 'DEHP' 'DIDP' 'DIDPﬂ' 'DINP' 'ECHA' 'ESPA' 'European' 'High'
 'LEAD' 'PERIOD' 'PVC' 'COURTESY' 'Candidate' 'Category' 'Chemical' 'DBP'
 'DEHP' 'DIDP' 'DINP' 'ECPI' 'IHS' 'INTERNATIONAL' 'LREACH' 'MSC'
 'Maastricht' 'PVC' 'RAC' 'REACH' 'RESYSTA' 'SEAC' 'ANSES' 'BBP' 'COURTESY'
 'DBP' 'DEHP' 'DIBP' 'DINCH' 'DINP' 'DOTP' 'Danish' 'ECPI' 'EPD' 'EPDs'
 'ESPA' 'Environmental' 'European' 'LCA' 'LMW' 'Ministry' 'NGOs' 'National'
 'Natural' 'PE' 'POLYFLOR' 'PVC' 'RMOA' 'TNS' 'Task' 'VinylPlus'
 'CHALLENGE' 'PVC' 'RENOLIT' 'Raw' 'Renewable' 'TARGETS' 'ﬁWe'
 'CONSUMPTION' 'ECVM' 'EDC' 'ENERGY' 'EU' 'Energy' 'Environmental'
 'European' 'FOOTPRINT' 'German' 'IFEU' 'IMPERBEL' 'PEF' 'PVC' 'RAW'
 'RENEWABLE' 'RENOLIT' 'Raw' 'Renewable' 'SUSTAINABLE' 'TNS' 'Task' 'VCM'
 'VinylPlus' 'WAVIN' 'ECVM' 'ESPA' 'PVC' 'TARGETS' 'UNIDO' 'Vinyl'
 'VinylPlus' 'ﬁWe' 'AND' 'Business' 'COMMUNICATIONS' 'DIALOGUE' 'EXTERNAL'
 'Environment' 'GIP' 'GVC' 'Global' 'Green' 'KPMG' 'Loop' 'Monitoring'
 'Nations' 'Natural' 'PVC' 'Progress' 'RENOLIT' 'SAVA' 'SGS' 'STAKEHOLDER'
 'TARGETS' 'Task' 'UNEP' 'UNIDO' 'United' 'Vinyl' 'VinylPlus' 'Voluntary'
 'ﬁWe' 'COURTESY' 'Danish' 'ECVM' 'European' 'Green' 'JURAJ' 'PVC' 'PVCMed'
 'Sustainability' 'TEPPFA' 'UK' 'UNEP' 'VinylPlus' 'ﬁUNIDO' 'BRE'
 'CERTIFICATE' 'Communications' 'Cypriot' 'ECPI' 'ECVM' 'EPPA'
 'Environment' 'European' 'PARTNER' 'PVC' 'Plasticisers' 'Product' 'TEPPFA'
 'TNS' 'VINYLPLUS' 'VinyLoop' 'Vinyl' 'VinylPlus' 'WAVIN' 'AMS' 'Akcros'
 'Amtico' 'BASF' 'BTH' 'CONTRIBUTORS' 'DHM' 'Dyka' 'Elbtal' 'ExxonMobil'
 'FDT' 'FIP' 'GmbH' 'IGI' 'IKA' 'Internorm' 'KWH' 'Luxembourg' 'NYLOPLAST'
 'PUM' 'PVC' 'REHAU' 'RENOLIT' 'SAS' 'SIMONA' 'Sika' 'SolVin' 'SpAPMC'
 'TMG' 'UK' 'VESTOLIT' 'VinylPlus' 'Wavin' 'Automotive' 'Communications'
 'EUPC' 'Furniture' 'MILLION' 'Medical' 'TECHNICAL' 'TOTAL' 'WASTE'
 '_15RecoMed' '_20TOTAL' 'Code' 'DOMINIC' 'EPFLOOR' 'ESWA' 'EUR' 'EuPC'
 'IFAC' 'ISRS' 'International' 'KEUR' 'KPMG' 'Related' 'TEPPFA' 'VinylPlus'
 'CIFRA' 'DOMINIC' 'EPFLOOR' 'EPPA' 'ESWA' 'EuPC' 'KPMG' 'PVC'
 'RecovinylFlexible' 'TEPPFA' 'VinylPlus' 'Expenditure The KPMG Limited'
 'KPMG' 'Monitoring' 'PVC' 'Progress' 'SC' 'SGS' 'VinylPlus' 'WETERINGS'
 'ﬁProgress' 'Additives' 'Natural' 'PVC' 'Vinyl' 'VinylPlus' 'EPD'
 'KRISTOFFER' 'Natural' 'PVC' 'Senior' 'VinylPlus' 'Life' 'PVC' 'PVC'
 'Association' 'BBP' 'BPF' 'CARACAL' 'CLP' 'Chemicals' 'Coated'
 'Commission' 'Competent' 'DBP' 'DEHP' 'DIBP' 'DIDP' 'DINCH' 'DINP' 'DNEL'
 'DOTP' 'DPHP' 'EATS' 'ECHA' 'EPA' 'EPCoat' 'EPPA' 'ERPA' 'ESWA' 'Energy'
 'Environmental' 'EuPC' 'European' 'Fittings' 'GHS' 'German' 'HMW' 'High'
 'IFEU' 'IVK' 'Industry' 'KPMG' 'LCA' 'Labelling' 'Natural' 'PVC' 'PVDC'
 'Plasticisers' 'Practical' 'REACH' 'RoHS' 'SVHC' 'UN' 'UNEP' 'UNIDO'
 'United' 'VCM' 'WUPPI' 'CONVERTERS' 'EUROPEAN' 'European' 'INTERMEDIATES'
 'PVC' 'THE' 'Ghelamco' 'KAA' 'PVC' 'RENOLIT' 'VinylPlus' 'BelgiumTel'
 'Cortenbergh' 'VinylPlus']"
Banking n FIs - December 2011.pdf,[],Others,"['Bank' 'Confidential' 'Financial' 'Private' 'BFSI' 'BSE'
 'CholamandalamInv' 'DecemberSensex' 'GIC' 'GeojitBNP' 'GruhHousing' 'HDFC'
 'HFI' 'HFIshave' 'IndiabullsFinancial' 'JM' 'LIC' 'ManappuramGeneral'
 'MotilalOswal' 'NBFC' 'SKS' 'SREI' 'Sensex' 'SundaramFi' 'Credit'
 'Federal' 'ICICI' 'SBI' 'ŒAllahbadBank' 'ŒKarnataka' 'FII' 'FirmsNon'
 'HFI' 'Housing' 'LIC' 'NBFC' 'QIP' 'Religare' 'SCUFL' 'SREI'
 'DecIndusIndBank Ltd Lotus Global Investments Ltd'
 'Plc Morgan Stanley Mauritius Company Ltd' 'AXA' 'BNP' 'BOI' 'BhartiAXA'
 'Company' 'DHFCL' 'Date' 'ECMDHFCL' 'GeojitFinancial' 'INR' 'JVs' 'NSE'
 'SundaramBNP' 'SundaramFinance' 'BFSI' 'Basel' 'CME' 'Capital' 'DEPB'
 'ECBsto' 'FY12' 'INR' 'NRE' 'RBI' 'USD' 'YoYwhile' 'categoryUnion'
 'ratesRBI' 'ŒCapital' 'ŒH1' 'ŒIndustry' 'Credit' 'RBI' 'USD' 'YoY' 'INR'
 'LAF' 'RBI' 'Repo' 'INR' 'RBI' 'SCBs' 'State' 'Bank IDBI Bank Ltd'
 'City Union Bank Ltd' 'Development Credit Bank Ltd' 'ING Vysya Bank Ltd'
 'Kotak Mahindra Bank Ltd' 'Ltd Axis Bank Ltd' 'Ltd IndusInd Bank Ltd'
 'Private Sector Banks Federal Bank Ltd'
 'Private Sector Banks ICICI Bank Ltd' 'South Indian Bank Ltd' 'Allahabad'
 'Axis' 'Bank' 'Baroda' 'Company' 'Credit' 'HDFC' 'ICICI' 'IDBI' 'INR'
 'IndusInd' 'Karnataka' 'Public' 'Punjab' 'Union' 'Bajaj Finance Ltd'
 'Broking Houses Religare Enterprises Ltd'
 'Cholamandalam Investment Finance Co Ltd'
 'Edelweiss Financial Services Ltd' 'GIC Housing Finance Ltd'
 'Geojit BNP Paribas Financial Services Ltd'
 'Indiabulls Financial Services Ltd'
 'Institutions Dewan Housing Finance Corp Ltd' 'LIC Housing Finance Ltd'
 'Magma Fincorp Ltd' 'Manappuram Finance Ltd'
 'Motilal Oswal Financial Services Ltd'
 'NBFC Shriram City Union Finance Ltd' 'Reliance Capital Ltd'
 'SKS Microfinance Ltd' 'SREI Infrastructure Finance Ltd'
 'Shriram Transport Finance Co Ltd' 'Sundaram Finance Ltd' 'Company'
 'Finance' 'Financial' 'GIC' 'INR' 'LIC' 'NBFC' 'SKS' 'SREI' 'Sundaram'
 'Information']"
V Guard 2Q19 Results Update_26Oct18.pdf,['Achal Lohade' 'Manish Agrawal' 'Shrenik Bachhawat'],JM Financial Institutional Securities Limited JM,"['JM Financial Institutional Securities Limited' 'Absolute' 'BSE' 'BUY'
 'Current' 'Disclaimers' 'Disclosures' 'Downside' 'EBITDA' 'EPS' 'FY21'
 'FactSet' 'GST' 'Guard' 'INR' 'Imp' 'Introduce' 'JM' 'JMFR' 'JMFe' 'Non'
 'SKUs' 'UPS' 'V' 'YoY' 'JM Financial Institutional Securities Limited'
 'CFO' 'EBITDA' 'INR' 'Non' 'JM Financial Institutional Securities Limited'
 'Consumer' 'EBITDA' 'EPS' 'INR' 'Interest' 'JM' 'Total'
 'JM Financial Institutional Securities Limited' 'Consumer' 'EBIT' 'INR'
 'JM' 'NA' 'Segmental' 'Total'
 'JM Financial Institutional Securities Limited' 'JM'
 'JM Financial Institutional Securities Limited' 'JM'
 'JM Financial Institutional Securities Limited' 'JM'
 'JM Financial Institutional Securities Limited' 'Electric' 'FY14A' 'House'
 'INR' 'JM' 'Total' 'JM Financial Institutional Securities Limited' 'Bank'
 'Capital' 'Current' 'EBITDA' 'EPS' 'Equity' 'Fixed' 'INR' 'Intangible'
 'Interest' 'JM' 'Others' 'Sundry' 'Tax' 'Total'
 'JM Financial Institutional Securities Limited' 'Earnings' 'BSE Ltd'
 'JM Financial Institutional Securities Limited'
 'JM Financial Securities Limited' 'Metropolitan Stock Exchange India Ltd'
 'National Stock Exchange India Ltd' 'BSE' 'Compliance' 'Corporate'
 'Financial' 'INZ0' 'Institutional' 'JM' 'MSEI' 'Metropolitan' 'Mumbai'
 'NSE' 'National' 'Research' 'SEBI' 'Securities' 'U67100MH2017PLC296081'
 'JM Financial Institutional Securities Limited'
 'JM Financial Singapore Pte Ltd' 'Exchange' 'FINRA' 'Financial' 'JM'
 'National' 'United']"
Crompton Greaves Consumer Electricals Ltd Q1FY17 Result Update_BUY.pdf,[],Edel Invest Research Healthy,"['Update Crompton Greaves Consumer Electricals Ltd' 'Appliances' 'BUY'
 'CGCEL' 'CMP' 'Consumer' 'EBIT' 'EBITDA' 'EESL' 'EPS' 'FY16' 'GST' 'GoI'
 'INR' 'Q1FY17' 'Q4FY16' 'SHARE' 'YoY' 'Consumer' 'EBITDA' 'EPS' 'FV'
 'FY16' 'INR' 'Interest' 'Q1FY17' 'Q4FY16' 'Total' 'CGCEL' 'Consumer' 'IRR'
 'Consumer' 'Consumer' 'Consumer'
 'Edel Invest Research Edelweiss Broking Limited' 'Crompton' 'Jul'
 'Edel Broking Limited' 'Edelweiss Broking Limited' 'ADRs' 'Advisers'
 'Citizens' 'Commodities' 'Compliance' 'Credit' 'EBL' 'FSMA' 'Financial'
 'Housing' 'Intellectual' 'SEBI' 'SME' 'Securities' 'Subject' 'US' 'United'
 'www.nseindia.com']"
BEML_Ltd_280514_Rst.pdf,[],Others,"['BEML' 'CIN' 'Debt' 'EPS' 'Face' 'For' 'Interest' 'Ministry' 'SOUDHA'
 'Standalone' 'THE' 'Total' 'YEAR' 'AND' 'Assets' 'Audit' 'BEML' 'Board'
 'Consortium' 'For' 'Interest' 'Net' 'PART' 'PARTICULARS' 'Principal'
 'Promoter' 'SEBI' 'ASSETS' 'BEML' 'Board' 'CHAIRMAN' 'Cash' 'Current'
 'EQUITY' 'Interest' 'LIABILITIES' 'Ministry' 'Particulars' 'SOUDHA'
 'STANDALONE' 'Sub-total' 'TOTAL']"
Til Annual Report.pdf,[],Others,"['DE' 'EEE' 'DE' 'AERRRRE' 'RRRRRRR' 'SSSSSSSSS' 'ˇEE' 'NRRRRRRR'
 'NRRRRRRRR' 'RRRRRRRRRRR' 'ˇ' 'CL0' 'FM' 'FM' 'ˇ' 'ˇ' 'ˇˆ' 'ˇ77ˇ' 'ˇˇˇ'
 'ˇ77ˇ' 'ˇ' 'ˆ8' 'ˇ4ˆ2' 'ˇˇˇ' 'ˆˇ5' 'ˇ367' 'ˇ46']"
Diageo Global presentation - 090517.pdf.pdf,[],Others,"['FMCG' 'Kripalu' 'TBA' 'Central' 'Corporate' 'State' 'Supreme' 'USL' 'GST'
 'Accelerate' 'Participate' 'Innovation' 'Maharashtra' 'Popular' 'Diageo'
 'RTC' 'Weddings' 'RTC' 'USL' 'COGS' 'Compliance']"
Citi- Adani Enterprises (ADEL.BO)-eRr Group- Alert Takeaways from Citi India Investor Conference.pdf,['' '' ''],Citi Research,"['ADE' 'APSEZ' 'CERC' 'CFA' 'Citi' 'Citigroup' 'FY15E' 'GUVNL' 'Important'
 'JNPT' 'Parekh' 'Port' 'Power' 'RIC' 'Rs150bn' 'Rs35bn' 'Rs780bn' 'Rs90bn'
 'SEZ' 'kWh' 'Adani' 'Citi' 'City' 'CoE' 'DCF' 'DISCLOSURES' 'Enterprises'
 'FCFE' 'IMPORTANT' 'Key' 'SOTP' 'Citi' 'Citigroup' 'ETR' 'Enterprises'
 'Firm' 'Global' 'High' 'Investment' 'Markets' 'NRR' 'NY' 'Neutral' 'Risk'
 'Sell' 'Valuation' 'Citi Global Markets Australia Pty Ltd'
 'Citigroup Global Markets India Private Limited' 'Citigroup Pty Limited'
 'ABN' 'ADR' 'ADRs' 'AFSL' 'ASX' 'Australian' 'CFA' 'Centre' 'Citi'
 'Citibank' 'Citigroup' 'Consultant' 'DISCLOSURES' 'Emerging' 'Enterprises'
 'Exchange' 'FINRA' 'Federal' 'Firm' 'High' 'Important' 'Investments'
 'NASD' 'NON' 'NSW' 'NYSE' 'Product' 'Pty' 'Sell' 'UK' 'US'
 'Citibank Singapore Ltd' 'Citigroup Gl Markets Asia Limited'
 'Citigroup Global Markets Asia Ltd'
 'Citigroup Global Markets Australia Pty Ltd'
 'Citigroup Global Markets India Private Limited'
 'Citigroup Global Markets Korea Securities Ltd'
 'Citigroup Global Markets Singapore Pte Ltd'
 'February Citi Research Limited' 'Italy Citigroup Global Markets Limited'
 'ABN' 'AFSL' 'ANBID' 'APIMEC' 'ASX' 'AWT' 'Appraisal' 'Associação'
 'Australian' 'BACEN' 'BAPEPAM' 'BaFin' 'Bangko' 'Bank' 'CCTVM' 'CEP' 'CGM'
 'CGMJ' 'CGMM' 'CGMSPL' 'CSL' 'CVM' 'Capital' 'Central' 'Centre' 'Citi'
 'Citibank' 'Citicorp' 'Citigroup' 'Comision' 'Comissão' 'Company'
 'Enterprises' 'Exchange' 'FAA' 'FCA' 'Federal' 'Financial' 'Firm'
 'Futures' 'Integrante' 'Investimento' 'Investments' 'KOFIA' 'Kav' 'Korea'
 'Laws' 'Level' 'Mumbai' 'N.A.' 'NA' 'NSW' 'Osaka' 'PRA' 'PT' 'Philippines'
 'Private' 'Product' 'Reuterweg' 'S.A.' 'SMBC' 'Securities' 'Singapore'
 'State' 'Suite' 'Superintendencia' 'ZAO' 's5C' 'ﬁCGMSPLﬂ'
 'Citigroup Global Markets Limited'
 'Global Markets Taiwan Securities Company Ltd'
 'Kingdom Citigroup Global Markets Limited' 'Bangkok' 'CGMTS' 'CSTL'
 'Capital' 'Centre' 'Citi' 'Citibank' 'Citicorp' 'Citigroup' 'Comissão'
 'Company' 'DIFC' 'Dubai' 'Enterprises' 'Exchange' 'FCA' 'FINRA'
 'Financial' 'Futures' 'International' 'JSE' 'MSCI' 'Materials' 'PRA'
 'Product' 'Prudential' 'Republic' 'Securit' 'Securities' 'UK' 'US'
 'dataCentral' 'ﬁFCAﬂ' 'ﬁPRAﬂ' 'ﬁProductﬂ' 'Citi' 'Enterprises' 'Firm'
 'MSCI']"
FMCG 2015-07-08_1436374534.pdf,[],Others,"['APNTBATA' 'EBITDA' 'Equity' 'FMCG' 'FY16f' 'GM' 'GMexpansion' 'INRmnY'
 'ITC' 'ITCand' 'Jubilant' 'JubilantFoodworks' 'NitinGupta' 'PAT'
 'Relative' 'SSSG' 'Unilever' 'andBata' 'bpyoyforBritannia' 'Colgate'
 'DaburIndia' 'EBITDA' 'EBITDAand' 'FMCG' 'FS' 'IL' 'INRmn' 'Jubilant'
 'Key1QFY16f' 'PAT' 'Q4FY14' 'for1QFY16f' 'Colgate' 'DaburIndia' 'FMCG'
 'FS' 'Jubilant' 'SSSG' 'ŒVolume' 'DABUR' 'FMCG' 'FS' 'Indexed' 'RIL'
 'sectorŒCorporate' 'ŒMay15' 'Emami Ltd' 'CLGT' 'Colgate' 'DABUR' 'EBITDA'
 'FMCG' 'FS' 'FY16f' 'HMN' 'HUVR' 'IL' 'INR' 'INRbn' 'Jubilant' 'MRCO'
 'MarketAbsolute' 'MarketMCapEPS' 'PBSEFMCG' 'RoE' 'trendsofkeyFMCG' 'APNT'
 'EBITDA' 'EPS' 'FMCG' 'FS' 'GMexpansionofc265' 'INR' 'INRmn' 'Jun15f'
 'Minority' 'Total' 'on21Jul' 'BATAIN' 'BataIndia' 'During2HFY15'
 'EBIT873818' 'EBITDA' 'EPS' 'FMCG' 'FS' 'IL' 'INR' 'INRmn' 'Jun15f'
 'PAT650594' 'Total' 'in4QFY15' 'intheEBITDAmargin' 'to2HFY15' 'BRIT'
 'EBITDA' 'EPS' 'FMCG' 'FS' 'IL' 'INR' 'INRmn' 'Jun15f' 'Total' 'in1Q'
 'CLGT' 'EBITDA' 'EPS' 'FMCG' 'FS' 'INR' 'INRmn' 'Jun15f' 'Total' 'VRS'
 'in1QFY16' 'inFY15' 'intheEBITDAmarginforthecompany'
 'ofVRSatthetoothpowderplantinAurangabad' 'on30Jul' 'theBaddi' 'DABURIN'
 'EBITDA' 'EPS' 'FMCG' 'FS' 'HDPEand' 'IL' 'INR' 'INRmn' 'Jun15f'
 'Minority' 'NetIncome' 'Total' 'on29Jul' 'EBIT838' 'EBITDA' 'EPS' 'FMCG'
 'FS' 'HDPE' 'HMNIN' 'IL' 'INR' 'INRmn' 'Jun15f' 'Total' 'aGMexpansion'
 'anA' 'anEBITDA' 'in1Q' 'in1QFY15' 'in1QFY16f' 'ofcINR68mn' 'EBITDA' 'EPS'
 'FMCG' 'FS' 'HUVR' 'IL' 'INR' 'INRmn' 'Jun15f' 'LAB' 'Total' 'averagePFAD'
 'in1QFY16f' 'marginExhibit20' 'margintoEBITDA' 'sodaashandHDPE' 'EBIT'
 'EBITDA' 'EPS' 'FMCG' 'FS' 'IL' 'INR' 'INRmn' 'ITCIN' 'Jun15f' 'Total'
 'anEBITgrowthofc13' 'contractedin1Qaswell' 'EBIT513' 'EBITDA' 'EPS' 'FMCG'
 'FS' 'IL' 'INR' 'INRmn' 'JUBI' 'Jun15f' 'Total' 'in1Q' 'theEBITDA'
 'EBITDA' 'EPS' 'FMCG' 'FS' 'GMexpansion' 'HDPEtohave' 'IL' 'INR' 'INRmn'
 'Jun15f' 'LLP' 'MRCOIN' 'Total' 'bpyoyfor1Q'
 'Avendus Securities Private Limited' 'ADDRESS' 'BSECMINZ010005833'
 'BandraKurla' 'FMCG' 'FS' 'IBSPL' 'Mumbai' 'PlotC22' 'PrivateLimited'
 'PrivateLimitedThe' 'SEBIRegistration' 'asAvendus' 'byIL' 'ofIBSPL']"
CLSA - Greed & Fear - China tripping - 15052014.pdf,['Christopher Wood'],Others,"['CLSA' 'GREED' 'People™s' 'Wood' 'YoY' 'CEIC' 'CSI' 'National' 'Real'
 'Statistics' 'Wood' 'CLSA' 'CRR' 'GDP' 'GREED' 'JGBs' 'MoM' 'RHS' 'Wood'
 'YoY' 'CEIC' 'COLI' 'CREIS' 'GDP' 'GFA' 'Wood' 'CLSA' 'GDP' 'GFA'
 'National' 'Statistics' 'Wood' 'CEIC' 'GDP' 'National' 'Wood' 'CBRC'
 'CEIC' 'CLSA' 'CRC' 'Corporate' 'GDP' 'GREED' 'Household' 'NAO' 'NBS'
 'PBOC' 'Rmb' 'SAFE' 'SOE' 'State' 'Wood' 'CEIC' 'GDP' 'GREED' 'Informatio'
 'MIIT' 'Machinery' 'Ministry' 'NDRC' 'National' 'PPI' 'PeriodSource' 'RHS'
 'SOE' 'SOEs' 'Wood' 'equipment562012China' 'CEIC' 'CLSA' 'GDP' 'GREED'
 'HKIndia' 'Nominal' 'PPI' 'ROE' 'RoEs' 'Wood' 'YoY' 'CEIC' 'CLSA' 'GREED'
 'PBOC' 'Wood' 'CITIC' 'CLSA' 'CRR' 'Chinese' 'National' 'RHS' 'Rmb' 'Rmbm'
 'Statistics' 'Telecom' 'Wood'
 'CITIC Securities International Company Limited' 'CITIC' 'CLS' 'CLSA'
 'Compliance' 'Credit' 'Economist' 'Exchequer' 'GREED' 'International'
 'Investment' 'LLC' 'Margaret' 'National' 'Orthodoxy' 'SELL' 'Security'
 'State' 'Total' 'Wood' 'ﬁCA' 'ﬁCLSAﬂ' 'ﬁDouble' 'ﬁMa']"
